,player_name,player_age,Total_kills,Headshot_in_%,Total_deaths,Kills_deaths,Damage_in_Round,Grenade_dmg_in_Round,Maps_played,Rounds_played,Kills_in_round,Assists_in_round,Deaths_in_round,Saved_by_teammate_in_round,Saved_teammates_in_round,Rating
1900,mepsoN,25.0,788,53.8,825,0.96,70.7,4.0,46,1206,0.65,0.1,0.68,0.12,0.12,0.98
1901,ExiE,23.0,345,38.8,369,0.93,77.4,4.8,20,516,0.67,0.16,0.72,0.11,0.12,0.96
1902,Tommy,27.0,6700,46.0,7023,0.95,76.2,2.9,387,9900,0.68,0.15,0.71,0.12,0.1,1.04
1903,naitte,24.0,1221,56.2,1306,0.93,81.1,3.8,65,1731,0.71,0.16,0.75,0.11,0.11,1.07
1905,kye,17.0,1106,54.3,1167,0.95,73.8,3.4,60,1660,0.67,0.12,0.7,0.11,0.09,0.99
1906,muziwei,32.0,929,45.1,965,0.96,72.2,2.7,53,1348,0.69,0.12,0.72,0.11,0.11,0.99
1907,INFESTOR,22.0,343,31.2,351,0.98,71.5,3.3,20,519,0.66,0.11,0.68,0.09,0.11,0.99
1908,Dementor,22.0,1098,48.9,1165,0.94,75.9,2.8,63,1628,0.67,0.15,0.72,0.1,0.09,1.0
1909,malik,26.0,4041,55.1,4193,0.96,74.6,3.8,227,6040,0.67,0.13,0.69,0.1,0.1,1.01
1910,Realx ,28.0,871,33.3,879,0.99,75.5,6.4,55,1329,0.66,0.18,0.66,0.1,0.11,0.96
1911,Nono2K,19.0,391,59.6,420,0.93,68.3,2.7,23,612,0.64,0.09,0.69,0.1,0.11,0.97
1912,KarlClt,22.0,1141,48.3,1176,0.97,78.0,3.2,66,1651,0.69,0.14,0.71,0.08,0.1,1.04
1913,sleepy,24.0,747,33.1,764,0.98,71.7,1.8,40,1100,0.68,0.11,0.69,0.08,0.11,1.0
1914,tiziaN,25.0,28083,56.1,28770,0.98,71.6,4.7,1656,43748,0.64,0.13,0.66,0.09,0.09,0.96
1915,eleKz,32.0,899,51.5,938,0.96,75.3,6.3,55,1349,0.67,0.16,0.7,0.11,0.09,1.03
1916,Squishy,27.0,1416,43.0,1472,0.96,75.4,3.4,84,2107,0.67,0.15,0.7,0.09,0.1,0.96
1917,ViztA,24.0,3096,55.1,3211,0.96,73.3,5.9,185,4733,0.65,0.13,0.68,0.09,0.08,0.96
1918,zibron,26.0,766,34.6,793,0.97,70.1,3.2,44,1159,0.66,0.1,0.68,0.07,0.09,0.99
1919,horvy,23.0,4516,42.6,4631,0.98,68.6,2.8,277,7004,0.64,0.11,0.66,0.09,0.11,0.99
1920,xms,24.0,12206,59.0,12830,0.95,71.0,2.9,712,18783,0.65,0.12,0.68,0.11,0.1,0.96
1921,barce,25.0,4546,50.9,4770,0.95,74.5,2.6,264,6741,0.67,0.13,0.71,0.12,0.11,1.03
1922,HellrangeR,24.0,2078,44.9,2125,0.98,72.5,5.0,122,3186,0.65,0.13,0.67,0.09,0.08,1.0
1923,crank,23.0,3915,40.4,4018,0.97,68.9,2.4,226,6006,0.65,0.11,0.67,0.1,0.1,1.0
1924,Rookie,23.0,793,36.2,837,0.95,70.9,1.5,45,1172,0.68,0.12,0.71,0.1,0.11,0.98
1925,Sickta,20.0,601,52.1,638,0.94,72.5,3.3,36,907,0.66,0.12,0.7,0.1,0.1,0.97
1926,Deffo,20.0,490,46.7,516,0.95,73.7,1.3,29,728,0.67,0.13,0.71,0.12,0.11,0.99
1928,Rak,32.0,3415,45.8,3559,0.96,53.4,2.7,203,5120,0.67,0.13,0.7,0.07,0.09,0.96
1929,jAPA,20.0,608,57.7,650,0.94,73.1,2.2,34,913,0.67,0.13,0.71,0.11,0.1,1.0
1930,sickLy,29.0,4073,46.6,4160,0.98,70.5,5.1,252,6317,0.64,0.13,0.66,0.08,0.08,0.96
1931,Char,28.0,3021,45.8,3224,0.94,76.4,4.5,173,4458,0.68,0.14,0.72,0.09,0.1,0.96
1932,fletch,25.0,1324,32.0,1343,0.99,66.4,2.8,77,2063,0.64,0.09,0.65,0.11,0.1,0.96
1933,Uber,25.0,6674,50.2,6973,0.96,73.6,3.9,398,10027,0.67,0.14,0.7,0.12,0.11,0.96
1934,freshie,19.0,1599,50.0,1708,0.94,73.3,3.7,90,2357,0.68,0.14,0.72,0.13,0.14,1.0
1935,YukiStyle,28.0,541,44.2,539,1.0,73.8,2.8,31,811,0.67,0.14,0.66,0.08,0.1,1.02
1936,Coffee,21.0,6172,48.5,6463,0.95,78.5,5.4,355,9234,0.67,0.17,0.7,0.11,0.11,1.04
1937,fullspeed,26.0,1439,52.4,1536,0.94,77.9,4.0,82,2129,0.68,0.15,0.72,0.09,0.08,0.96
1938,Spesh,26.0,1926,50.0,2028,0.95,77.5,3.2,109,2796,0.69,0.15,0.73,0.1,0.1,1.03
1939,BAS,29.0,4607,48.2,4820,0.96,74.1,3.2,265,6922,0.67,0.14,0.7,0.11,0.1,0.96
1940,Subbey,24.0,2299,50.9,2430,0.95,71.7,3.4,132,3479,0.66,0.12,0.7,0.1,0.1,0.99
1941,FinigaN,22.0,7717,50.7,7758,0.99,68.6,4.4,459,12310,0.63,0.12,0.63,0.1,0.1,1.01
1942,KuckerZ,29.0,1518,48.7,1579,0.96,78.1,3.8,90,2248,0.68,0.15,0.7,0.1,0.09,0.96
1943,LILMAN,28.0,4593,54.0,4857,0.95,74.0,4.3,264,6925,0.66,0.13,0.7,0.12,0.12,0.96
1944,1kyle,23.0,337,40.1,368,0.92,72.6,3.5,22,511,0.66,0.1,0.72,0.1,0.12,0.96
1946,hurtfrisk,19.0,1910,49.5,1963,0.97,72.5,4.7,108,2941,0.65,0.12,0.67,0.09,0.09,1.02
1947,abE,29.0,4213,47.4,4483,0.94,75.8,4.0,237,6084,0.69,0.14,0.74,0.1,0.1,0.96
1948,PRDTR,29.0,1587,27.1,1709,0.93,71.0,1.1,92,2274,0.7,0.09,0.75,0.11,0.1,1.0
1949,JT,22.0,16471,48.3,17089,0.96,72.5,4.7,986,25533,0.65,0.14,0.67,0.12,0.11,1.03
1950,glow,33.0,6438,51.9,6537,0.98,69.5,3.2,395,10045,0.64,0.12,0.65,0.11,0.11,1.01
1951,sam,22.0,972,45.2,1023,0.95,73.1,5.3,57,1479,0.66,0.13,0.69,0.12,0.12,1.0
1952,MOLSI,24.0,5109,56.0,5353,0.95,75.3,5.4,288,7648,0.67,0.14,0.7,0.1,0.1,0.96
1953,Kvik,26.0,13682,42.7,14349,0.95,75.1,3.8,780,20389,0.67,0.14,0.7,0.1,0.1,0.96
1954,YY,32.0,376,48.7,390,0.96,77.4,4.1,22,542,0.69,0.13,0.72,0.11,0.09,1.01
1955,neviZ,26.0,405,48.1,430,0.94,74.8,4.7,23,589,0.69,0.13,0.73,0.07,0.05,0.96
1956,nyte,23.0,849,47.0,923,0.92,75.3,3.1,48,1217,0.7,0.15,0.76,0.06,0.09,0.96
1957,YOUYOU,25.0,3411,35.8,3558,0.96,68.0,2.5,201,5139,0.66,0.1,0.69,0.11,0.1,0.96
1958,Jayzwalkingz,24.0,5726,32.7,5893,0.97,70.1,3.9,330,8839,0.65,0.11,0.67,0.09,0.09,0.96
1959,moonsh1n3,26.0,2587,45.6,2681,0.96,74.7,3.9,147,3883,0.67,0.14,0.69,0.09,0.1,0.96
1960,royk,31.0,544,49.8,582,0.93,78.4,5.5,31,808,0.67,0.13,0.72,0.09,0.11,0.96
1961,krecker,29.0,4008,56.2,4162,0.96,70.6,2.8,227,5882,0.68,0.14,0.71,0.09,0.1,0.96
1962,kyoto,23.0,4153,48.5,4307,0.96,72.4,4.2,244,6398,0.65,0.14,0.67,0.1,0.1,0.96
1963,SOON,26.0,5379,28.8,5514,0.98,65.1,2.2,314,8179,0.66,0.09,0.67,0.08,0.08,0.96
1964,retrQ,20.0,1720,51.9,1830,0.94,73.8,3.3,95,2512,0.68,0.14,0.73,0.12,0.12,1.0
1965,jotti,24.0,1484,47.6,1546,0.96,76.1,4.4,87,2196,0.68,0.13,0.7,0.08,0.11,0.99
1966,pulzG,24.0,2057,52.3,2110,0.97,72.8,4.8,120,3199,0.64,0.14,0.66,0.11,0.11,1.02
1967,acAp,28.0,6105,48.8,6456,0.95,74.7,3.2,342,8996,0.68,0.14,0.72,0.1,0.08,0.96
1968,Andrew,27.0,3894,36.3,4120,0.95,73.3,3.7,220,5752,0.68,0.12,0.72,0.08,0.08,0.99
1969,NEO,34.0,33803,37.8,35178,0.96,72.2,5.8,1989,51913,0.65,0.16,0.68,0.09,0.08,0.96
1970,RZU,21.0,7071,54.3,7464,0.95,73.6,3.5,398,10431,0.68,0.13,0.72,0.11,0.1,1.01
1971,kevzy,22.0,3119,46.5,3279,0.95,74.7,3.5,170,4621,0.67,0.12,0.71,0.08,0.09,0.98
1972,DDias,23.0,749,53.7,819,0.91,76.7,6.4,41,1097,0.68,0.14,0.75,0.1,0.08,1.01
1973,tex,22.0,3957,57.2,4234,0.93,73.8,3.8,217,5810,0.68,0.13,0.73,0.12,0.11,1.01
1974,MAJ3R,30.0,17858,48.8,18382,0.97,73.9,4.9,1050,27515,0.65,0.14,0.67,0.08,0.08,0.96
1975,pigo,21.0,461,33.2,482,0.96,69.2,2.9,28,702,0.66,0.11,0.69,0.08,0.07,0.99
1976,Guepard,32.0,2150,46.7,2248,0.96,72.1,3.8,129,3217,0.67,0.12,0.7,0.09,0.08,1.0
1977,friberg,30.0,31906,47.3,33305,0.96,70.6,5.1,1883,48910,0.65,0.16,0.68,0.11,0.1,0.96
1978,sPiKe,34.0,546,30.0,560,0.97,68.3,2.0,36,866,0.63,0.13,0.65,0.11,0.09,0.96
1979,nopper,22.0,448,42.0,468,0.96,71.9,3.2,26,678,0.66,0.11,0.69,0.1,0.13,0.99
1980,bee,31.0,2958,37.9,3031,0.98,73.7,4.5,177,4520,0.65,0.14,0.67,0.11,0.1,0.96
1981,VKLL,27.0,4226,55.9,4421,0.96,72.6,4.3,252,6474,0.65,0.14,0.68,0.1,0.09,0.96
1982,s0ules,25.0,1466,35.6,1501,0.98,69.8,1.6,86,2195,0.67,0.11,0.68,0.1,0.11,0.96
1983,EYO,30.0,1317,51.3,1362,0.97,71.2,2.8,76,1990,0.66,0.11,0.68,0.08,0.09,1.0
1984,zudex,25.0,411,31.6,421,0.98,69.4,6.1,24,642,0.64,0.13,0.66,0.11,0.1,1.01
1985,JazzPimp,24.0,5902,54.5,6215,0.95,76.0,3.5,329,8594,0.69,0.14,0.72,0.1,0.11,1.01
1986,Brite,23.0,655,37.3,672,0.97,71.6,2.5,36,945,0.69,0.1,0.71,0.09,0.11,1.01
1987,Kim,28.0,1734,43.4,1822,0.95,70.9,3.6,105,2630,0.66,0.16,0.69,0.1,0.12,0.96
1988,NoS,21.0,550,27.5,587,0.94,71.7,3.3,31,819,0.67,0.1,0.72,0.08,0.1,1.01
1989,LOGAN,23.0,10091,55.2,10391,0.97,70.6,2.6,590,15692,0.64,0.12,0.66,0.1,0.1,1.01
1990,smF,29.0,13564,56.2,13924,0.97,69.6,4.5,811,21252,0.64,0.13,0.66,0.11,0.11,0.96
1992,Frazehh,24.0,1219,36.8,1275,0.96,67.0,2.2,72,1898,0.64,0.11,0.67,0.09,0.11,1.0
1993,Re1GN,21.0,668,59.6,684,0.98,74.3,3.6,36,992,0.67,0.12,0.69,0.1,0.11,1.02
1994,Kristou,19.0,6421,43.9,6748,0.95,67.9,3.3,375,9885,0.65,0.09,0.68,0.09,0.08,0.99
1995,Lemonz,17.0,1231,47.9,1291,0.95,74.7,5.8,71,1875,0.66,0.14,0.69,0.1,0.11,1.01
1996,Peppzor,19.0,2257,56.4,2372,0.95,74.9,5.9,125,3412,0.66,0.14,0.7,0.1,0.1,1.02
1997,hatex,24.0,337,48.7,353,0.95,79.5,2.5,21,492,0.68,0.15,0.72,0.12,0.11,1.03
1998,nex1,20.0,436,53.0,452,0.96,71.0,2.8,27,672,0.65,0.12,0.67,0.11,0.09,1.01
1999,Hedje,34.0,1295,31.9,1378,0.94,73.8,2.8,76,1926,0.67,0.13,0.72,0.1,0.1,0.96
2000,shellzi,23.0,4108,51.2,4301,0.96,73.3,4.2,232,6274,0.65,0.14,0.69,0.12,0.12,1.03
2001,nOxii,23.0,750,44.9,798,0.94,70.0,3.3,46,1148,0.65,0.13,0.7,0.13,0.13,0.99
2002,tahsiN,31.0,10211,44.7,10829,0.94,72.7,4.8,588,15274,0.67,0.14,0.71,0.09,0.08,0.96
2003,El Patron,30.0,3715,39.3,3795,0.98,72.7,3.9,213,5748,0.65,0.14,0.66,0.09,0.09,0.96
2004,dezon,24.0,8097,52.6,8291,0.98,70.0,4.7,482,12929,0.63,0.13,0.64,0.1,0.09,1.01
2005,YJ,26.0,8424,41.6,8495,0.99,71.0,4.1,514,13425,0.63,0.13,0.63,0.07,0.08,1.0
2006,EMZ,26.0,1025,48.1,1109,0.92,68.5,3.4,60,1589,0.65,0.1,0.7,0.11,0.12,0.98
2007,kinqie,30.0,11130,57.1,11727,0.95,74.7,4.6,631,16775,0.66,0.13,0.7,0.11,0.09,0.96
2008,quiNz,27.0,2676,47.8,2803,0.95,70.6,3.9,162,4181,0.64,0.13,0.67,0.1,0.09,0.96
2009,tease,26.0,2645,38.5,2757,0.96,70.9,4.9,152,4042,0.65,0.14,0.68,0.06,0.07,0.96
2010,mikki,23.0,2773,61.0,2893,0.96,68.9,2.8,158,4283,0.65,0.1,0.68,0.1,0.11,0.98
2011,Lobanjica,32.0,1551,50.1,1635,0.95,77.8,4.3,84,2278,0.68,0.14,0.72,0.09,0.07,0.96
2012,poka,20.0,626,42.0,683,0.92,75.2,2.2,35,916,0.68,0.13,0.75,0.08,0.1,0.97
2013,voltera,23.0,1884,51.0,1991,0.95,75.0,5.4,104,2818,0.67,0.14,0.71,0.13,0.09,1.03
2014,RedKoh,21.0,486,27.2,500,0.97,70.6,1.7,26,720,0.68,0.1,0.69,0.1,0.09,1.0
2015,ponczek,26.0,8528,44.5,8767,0.97,70.8,4.0,496,13346,0.64,0.13,0.66,0.09,0.08,1.01
2016,devoduvek,27.0,10752,49.7,11280,0.95,76.0,3.4,620,16394,0.66,0.15,0.69,0.1,0.09,0.95
2017,figment,27.0,849,47.5,898,0.95,75.4,4.6,48,1243,0.68,0.15,0.72,0.1,0.1,1.01
2018,v1N,24.0,3061,44.3,3160,0.97,69.6,4.4,185,4816,0.64,0.13,0.66,0.1,0.1,0.95
2019,FODOR,22.0,385,47.0,394,0.98,73.8,2.3,22,582,0.66,0.15,0.68,0.09,0.09,1.03
2020,CaPPiNg!,26.0,912,48.5,972,0.94,76.1,3.7,52,1359,0.67,0.14,0.72,0.1,0.1,0.95
2021,StarBlank,18.0,659,59.0,712,0.93,75.4,4.0,39,976,0.68,0.1,0.73,0.1,0.09,0.99
2022,lsnow,19.0,644,54.7,672,0.96,77.7,4.8,34,937,0.69,0.16,0.72,0.12,0.11,1.05
2024,lub,19.0,1112,48.9,1197,0.93,69.8,2.6,65,1722,0.65,0.12,0.7,0.1,0.1,0.97
2025,Zer0X,28.0,1060,44.4,1101,0.96,73.9,3.6,63,1572,0.67,0.13,0.7,0.12,0.11,0.95
2026,v1ko,36.0,1036,31.8,1102,0.94,70.8,4.1,62,1585,0.65,0.11,0.7,0.11,0.1,0.95
2027,shynW,24.0,934,48.4,985,0.95,74.5,2.1,52,1354,0.69,0.1,0.73,0.09,0.08,1.0
2028,Norwi,20.0,4698,50.5,4903,0.96,70.7,4.3,274,7313,0.64,0.11,0.67,0.1,0.1,1.0
2029,Walco,20.0,6557,58.5,6984,0.94,73.7,7.6,373,9891,0.66,0.13,0.71,0.1,0.1,1.01
2030,Andersin,24.0,2128,45.9,2297,0.93,76.4,2.7,117,3114,0.68,0.14,0.74,0.1,0.09,1.0
2031,noobiq,24.0,1868,45.6,1979,0.94,72.6,3.2,107,2805,0.67,0.12,0.71,0.1,0.09,1.0
2032,Swaggy,20.0,1453,47.8,1578,0.92,76.6,3.1,78,2111,0.69,0.13,0.75,0.09,0.1,1.02
2033,Rampage,22.0,4176,44.0,4399,0.95,76.2,3.4,232,6136,0.68,0.14,0.72,0.11,0.09,1.04
2034,Ryze,19.0,1361,34.8,1420,0.96,72.7,3.1,76,2010,0.68,0.11,0.71,0.11,0.12,1.0
2035,dok,26.0,5581,42.0,5942,0.94,77.5,4.4,310,8289,0.67,0.16,0.72,0.11,0.09,1.04
2036,beastik,23.0,9763,55.9,10236,0.95,71.3,4.8,567,15159,0.64,0.13,0.68,0.11,0.08,1.02
2037,prosus,18.0,3529,55.7,3773,0.94,75.0,5.0,199,5215,0.68,0.12,0.72,0.11,0.12,1.0
2038,restikk,23.0,3993,50.6,4199,0.95,74.3,4.2,238,6140,0.65,0.14,0.68,0.09,0.1,1.01
2039,ponkt,22.0,1226,57.9,1346,0.91,76.1,4.9,71,1814,0.68,0.14,0.74,0.11,0.08,1.0
2040,vEz,31.0,2239,48.3,2351,0.95,74.7,6.4,131,3388,0.66,0.14,0.69,0.1,0.09,0.95
2041,denis,27.0,32721,44.3,34569,0.95,75.0,3.6,1830,48692,0.67,0.14,0.71,0.11,0.09,0.95
2042,vibez,28.0,414,42.8,439,0.94,78.8,3.8,22,595,0.7,0.17,0.74,0.12,0.1,1.04
2043,HeUkA,34.0,647,47.4,704,0.92,79.5,4.3,36,945,0.68,0.13,0.74,0.09,0.07,0.95
2044,uQlutzavr,22.0,2609,52.1,2752,0.95,74.8,3.8,147,3926,0.66,0.13,0.7,0.11,0.1,1.01
2045,becker,27.0,3392,49.6,3632,0.93,76.4,3.1,189,5069,0.67,0.15,0.72,0.11,0.1,0.95
2047,RAIMOVORMISTO,29.0,2207,51.1,2309,0.96,70.8,3.1,130,3432,0.64,0.12,0.67,0.09,0.11,0.98
2048,alexRr,26.0,7438,39.8,7992,0.93,72.6,3.8,433,11346,0.66,0.12,0.7,0.09,0.07,0.95
2049,p00chy,31.0,349,34.4,365,0.96,66.5,2.9,22,548,0.64,0.11,0.67,0.07,0.08,0.97
2050,dktenso,29.0,787,36.2,841,0.94,71.6,2.7,46,1189,0.66,0.1,0.71,0.1,0.09,1.0
2051,m1she4ka,20.0,515,53.2,542,0.95,74.6,2.5,28,759,0.68,0.11,0.71,0.09,0.09,1.0
2052,cogu,36.0,1528,29.9,1602,0.95,70.2,2.6,89,2344,0.65,0.11,0.68,0.08,0.08,0.95
2053,spamzzy1,25.0,5825,44.9,6227,0.94,77.9,4.5,338,8492,0.69,0.16,0.73,0.1,0.1,0.95
2054,riksen,25.0,465,44.7,498,0.93,76.1,5.0,28,683,0.68,0.15,0.73,0.1,0.09,0.95
2055,steel,28.0,23927,40.8,24725,0.97,71.9,3.6,1416,37000,0.65,0.13,0.67,0.1,0.09,0.95
2057,Jason,19.0,1375,47.8,1458,0.94,71.7,3.2,78,2075,0.66,0.13,0.7,0.1,0.13,1.0
2058,dumz,26.0,7889,48.4,8209,0.96,71.2,3.1,455,12074,0.65,0.12,0.68,0.1,0.09,0.95
2059,Tresh1k,26.0,2205,49.0,2313,0.95,74.2,3.2,126,3293,0.67,0.13,0.7,0.09,0.09,0.95
2060,br0,19.0,1062,53.8,1112,0.96,74.9,3.4,56,1580,0.67,0.13,0.7,0.09,0.1,1.01
2061,casablancas,28.0,505,39.0,514,0.98,73.6,7.1,32,795,0.64,0.16,0.65,0.06,0.05,1.02
2062,kelele,22.0,857,43.2,917,0.93,74.0,2.4,50,1256,0.68,0.14,0.73,0.12,0.14,0.99
2063,admiral,24.0,632,48.4,674,0.94,73.7,3.6,34,951,0.66,0.13,0.71,0.09,0.09,1.0
2064,N4j,34.0,742,44.3,778,0.95,78.8,7.5,44,1125,0.66,0.15,0.69,0.05,0.06,0.95
2065,duckieChan,28.0,375,50.7,388,0.97,78.5,4.5,21,559,0.67,0.18,0.69,0.1,0.15,0.95
2067,wipeout,23.0,843,65.5,895,0.94,72.1,3.2,49,1283,0.66,0.12,0.7,0.12,0.1,1.0
2068,conoR,23.0,1977,40.1,2056,0.96,76.6,4.4,113,2964,0.67,0.15,0.69,0.11,0.1,0.95
2069,toff,25.0,839,42.0,881,0.95,73.5,1.7,51,1266,0.66,0.17,0.7,0.08,0.07,0.95
2071,TaZ,35.0,36262,51.4,37672,0.96,67.7,2.3,2120,55651,0.65,0.13,0.68,0.11,0.09,0.95
2072,deNos,33.0,509,39.1,538,0.95,75.6,4.4,32,781,0.65,0.14,0.69,0.1,0.12,0.95
2073,Wierd_1k,29.0,1422,26.1,1512,0.94,69.4,2.4,87,2196,0.65,0.1,0.69,0.08,0.08,0.95
2074,neto,24.0,2086,43.8,2181,0.96,74.3,2.4,122,3198,0.65,0.14,0.68,0.11,0.1,0.95
2075,Karus,23.0,3702,40.1,3974,0.93,76.2,3.8,206,5399,0.69,0.14,0.74,0.1,0.09,1.0
2076,caike,27.0,8311,42.6,8666,0.96,71.6,4.0,489,12784,0.65,0.14,0.68,0.1,0.09,0.95
2077,SasukeQO,22.0,1977,57.8,2143,0.92,78.9,4.8,110,2919,0.68,0.15,0.73,0.09,0.09,1.02
2078,brnz4n,18.0,467,62.7,510,0.92,72.0,3.2,28,697,0.67,0.12,0.73,0.1,0.09,0.99
2081,zyloN,26.0,607,50.9,667,0.91,78.1,3.2,35,877,0.69,0.15,0.76,0.12,0.08,0.95
2082,Rytter,33.0,943,48.9,996,0.95,50.5,3.6,53,1405,0.67,0.15,0.71,0.15,0.1,0.95
2083,cheti,27.0,2588,54.5,2782,0.93,75.0,5.3,151,3872,0.67,0.15,0.72,0.09,0.09,0.95
2084,NpK,26.0,1848,48.4,1950,0.95,73.9,3.3,109,2828,0.65,0.12,0.69,0.12,0.12,0.95
2085,AtomiK,23.0,1790,34.5,1930,0.93,70.3,2.1,101,2674,0.67,0.11,0.72,0.1,0.09,0.99
2086,toree,27.0,447,46.5,487,0.92,79.7,3.2,26,655,0.68,0.16,0.74,0.1,0.1,1.02
2087,maaryy,20.0,839,51.0,879,0.95,70.6,4.3,49,1278,0.66,0.12,0.69,0.09,0.09,0.96
2088,tatm,19.0,455,46.8,492,0.92,74.8,3.4,26,670,0.68,0.15,0.73,0.11,0.14,0.99
2089,NKsan,22.0,1417,47.3,1509,0.94,74.5,4.3,83,2123,0.67,0.13,0.71,0.09,0.11,0.95
2091,D0NEKO,18.0,1405,60.1,1449,0.97,68.6,4.3,86,2266,0.62,0.11,0.64,0.1,0.1,1.01
2092,nacho,18.0,1599,58.4,1707,0.94,71.0,3.8,96,2452,0.65,0.11,0.7,0.1,0.1,0.98
2094,RENNE,24.0,1992,52.5,2120,0.94,72.7,2.7,113,3017,0.66,0.12,0.7,0.11,0.1,0.99
2095,k1Nzo,25.0,527,43.6,567,0.93,79.4,4.5,29,758,0.7,0.17,0.75,0.12,0.11,1.02
2096,ysgerbwd,26.0,320,42.5,336,0.95,73.0,4.9,20,480,0.67,0.15,0.7,0.14,0.11,1.03
2097,donk,14.0,414,62.8,438,0.95,68.5,3.4,24,647,0.64,0.11,0.68,0.13,0.13,0.99
2098,ZILLA,22.0,1766,48.5,1885,0.94,79.3,7.0,100,2632,0.67,0.17,0.72,0.11,0.1,1.04
2099,EMD,28.0,896,35.6,932,0.96,67.9,3.8,54,1417,0.63,0.16,0.66,0.1,0.07,0.95
2100,Ejram,27.0,2277,51.6,2401,0.95,75.8,3.7,125,3327,0.68,0.13,0.72,0.1,0.1,1.03
2101,ponter,20.0,1838,50.1,1978,0.93,74.2,5.5,104,2727,0.67,0.13,0.73,0.1,0.09,0.99
2102,REAL,28.0,1314,48.0,1383,0.95,74.4,5.1,79,2035,0.65,0.16,0.68,0.1,0.09,0.95
2103,emins,20.0,349,56.4,381,0.92,72.0,3.2,20,517,0.68,0.12,0.74,0.12,0.1,0.98
2104,nEMANHA,24.0,527,53.1,571,0.92,75.6,2.6,29,762,0.69,0.16,0.75,0.12,0.13,0.95
2107,remkez,24.0,958,49.6,1038,0.92,77.1,2.0,56,1377,0.7,0.15,0.75,0.1,0.1,0.95
2108,dERZKIY,25.0,7040,53.9,7428,0.95,72.2,2.3,407,10613,0.66,0.13,0.7,0.1,0.11,0.95
2110,laggeR,32.0,887,47.0,946,0.94,71.0,2.6,53,1352,0.66,0.13,0.7,0.12,0.16,0.95
2111,neiter2k,20.0,795,53.1,835,0.95,71.5,2.1,45,1226,0.65,0.11,0.68,0.08,0.08,0.99
2112,Banjo,17.0,925,49.6,958,0.97,72.3,6.7,53,1459,0.63,0.14,0.66,0.1,0.11,1.03
2113,tN1R,20.0,401,57.9,435,0.92,71.6,1.8,24,617,0.65,0.1,0.71,0.1,0.1,0.97
2114,SoneSb,25.0,1986,52.2,2149,0.92,72.8,4.4,113,3026,0.66,0.13,0.71,0.1,0.11,0.98
2115,gi,23.0,900,52.7,932,0.97,72.2,4.1,50,1376,0.65,0.12,0.68,0.1,0.12,1.0
2116,deviaNt,33.0,2019,50.7,2093,0.96,71.4,4.2,125,3170,0.64,0.15,0.66,0.1,0.1,0.95
2117,Console,25.0,11948,39.5,12530,0.95,74.0,3.2,708,18612,0.64,0.15,0.67,0.11,0.09,0.95
2118,Vasili,24.0,1011,40.8,1084,0.93,69.3,3.3,61,1550,0.65,0.12,0.7,0.1,0.12,0.98
2119,Cunha,25.0,2272,53.7,2443,0.93,73.1,3.0,130,3386,0.67,0.12,0.72,0.1,0.11,0.99
2120,CONNOR93,27.0,7738,51.7,8195,0.94,72.8,2.7,449,11544,0.67,0.12,0.71,0.11,0.1,0.95
2121,soju_j,24.0,9148,41.2,9558,0.96,72.1,4.2,554,14231,0.64,0.14,0.67,0.11,0.1,1.01
2122,inVert,32.0,2449,34.3,2654,0.92,65.3,2.0,144,3668,0.67,0.11,0.72,0.1,0.09,0.95
2123,ABM,25.0,862,47.9,928,0.93,77.2,4.1,48,1285,0.67,0.14,0.72,0.11,0.09,1.01
2124,darko,24.0,14167,44.9,14957,0.95,75.0,6.6,796,21582,0.66,0.14,0.69,0.1,0.09,1.02
2125,AcilioN,25.0,27812,43.8,29109,0.96,72.3,4.3,1627,42901,0.65,0.15,0.68,0.11,0.09,0.95
2126,Makzwell,20.0,1216,30.3,1282,0.95,66.4,2.9,72,1877,0.65,0.11,0.68,0.11,0.13,0.99
2127,bobeksde,18.0,812,57.8,887,0.92,74.1,4.9,47,1231,0.66,0.13,0.72,0.09,0.09,1.0
2128,JDK,20.0,1707,45.3,1801,0.95,72.1,2.9,101,2638,0.65,0.13,0.68,0.09,0.1,0.99
2129,lukz,24.0,2234,45.8,2421,0.92,76.6,3.6,126,3283,0.68,0.15,0.74,0.11,0.1,1.02
2130,Differ3nt,23.0,775,53.2,834,0.93,70.7,2.1,46,1165,0.67,0.1,0.72,0.09,0.12,0.98
2132,st0Le,23.0,2110,48.6,2259,0.93,74.6,2.7,127,3144,0.67,0.13,0.72,0.1,0.1,0.95
2133,r0bs3n,29.0,4970,43.0,5220,0.95,73.9,3.1,292,7517,0.66,0.15,0.69,0.09,0.1,0.95
2134,KrizzeN,22.0,12720,54.9,13088,0.97,71.4,3.9,763,20020,0.64,0.14,0.65,0.1,0.09,1.01
2135,mazi,25.0,718,26.9,773,0.93,70.8,2.2,44,1088,0.66,0.12,0.71,0.1,0.09,0.99
2136,WHitE,28.0,3780,34.8,3995,0.95,73.7,4.1,221,5683,0.67,0.13,0.7,0.09,0.08,0.95
2137,roque,29.0,2358,45.0,2479,0.95,66.5,3.2,139,3605,0.65,0.13,0.69,0.11,0.11,0.95
2138,HugoXD,22.0,4940,49.8,5217,0.95,72.7,3.7,281,7591,0.65,0.14,0.69,0.12,0.1,1.02
2140,animus,28.0,1938,44.7,2031,0.95,75.1,4.3,112,2947,0.66,0.15,0.69,0.09,0.09,0.95
